restaurantNumber,restaurantName,latitude,longitude
3256,St Louis Park Relo,44.930604,-93.349429
3349,Commack,40.811235,-73.294046
338,Eden Prairie,44.859244,-93.442869
2692,694 & Central,45.062711,-93.248297
3051,Bay Shore,40.736779,-73.247617
593,Hopkins,44.924186,-93.409958
1634,Motor Parkway,40.807315,-73.238208
1263,Niskayuna,42.773265,-73.894019
774,Golden Valley MN,44.984482,-93.381111
2265,Destin Commons,30.390646,-86.424125
1496,Stuyvesant Plaza,42.682875,-73.838574
431,Chanhassen,44.859373,-93.534467
2803,Brooklyn Center,45.059152,-93.320954
1172,Ridgedale Center,44.967347,-93.437982
1452,Northtown MN,45.127286,-93.25675
2765,Nesconset Highway,40.82807,-73.201334
2051,Minnetonka 7 & 101,44.918029,-93.502459
630,Blaine,45.160472,-93.233823
3327,Chaska,44.83402,-93.600596
764,Crystal,45.055094,-93.364971
1391,Wolf Road,42.716033,-73.810012
3405,Albany New Scotland Ave,42.654298,-73.773118
1583,Fairfield CT,41.157041,-73.240621
884,Wayzata MN,44.971462,-93.496635
514,Brooklyn Park,45.094135,-93.383211
3358,610 & Zane,45.124276,-93.357152
1155,Latham Route 7,42.755726,-73.775974
196,Plymouth,45.02058,-93.482526
2539,Smith Haven Plaza,40.870037,-73.128372
3240,East Greenbush,42.641537,-73.70131
1992,River City Pointe Place,30.481461,-81.637563
2559,Bridgeport Steelpointe,41.178449,-73.181922
2205,Mobile,30.675227,-88.143698
3311,Coon Rapids - Northdale,45.1827,-93.3216
2956,Sayville,40.764454,-73.09185
19,Arbor Lakes,45.095678,-93.44131
2280,Pier Park,30.218221,-85.873395
3029,Westwood Plaza,30.681527,-88.224163
1386,Clifton Park,42.860239,-73.780359
3081,Panama City,30.189451,-85.653402
2724,Champlin,45.158322,-93.390783
324,Coon Rapids,45.198771,-93.354817
3188,Patchogue,40.777953,-73.031772
1116,Maple Grove,45.133612,-93.476855
2560,Shelton,41.27582,-73.124023
784,Wolf Creek,41.157884,-95.934753
2978,Port Jefferson,40.9188,-73.04085
2337,Selden,40.867938,-73.02582
1575,Connecticut Post Mall,41.238465,-73.035425
2440,Settler's Creek,41.162401,-96.023306
1278,Wilton,43.103951,-73.74134
2705,Rogers,45.200739,-93.553948
612,72nd Crossing,41.258773,-96.023232
3022,Rideau Centre,45.425428,-75.693098
2789,"West Haven, I95",41.271229,-72.972761
3152,Regency Jacksonville,30.319326,-81.554977
925,Elk River,45.30128,-93.555077
1981,Yale,41.30637,-72.926799
707,Baker Square,41.233724,-96.120335
2547,Beach and Hodges,30.287145,-81.460377
1927,Hamden,41.369121,-72.918123
3393,Oakleaf,30.196359,-81.829889
1177,Markets at Town Center,30.254629,-81.532771
450,West Maple,41.291723,-96.142879
995,Orange Park,30.19383,-81.738462
2714,Jacksonville Beach,30.271266,-81.388854
666,Legacy West,41.233649,-96.19198
2968,Queensbury,43.330627,-73.673334
2827,Branford,41.27763,-72.827453
1181,Mandarin Riverplace,30.173643,-81.627794
2887,Southington,41.638414,-72.873337
2568,Riverhead,40.925766,-72.692132
2385,Wallingford,41.49703,-72.80715
1748,Shoppes at Farmington Valley,41.822584,-72.884828
2644,Bartram Park,30.141352,-81.546654
1763,Corbins Corner,41.725601,-72.759228
1903,Newington Gateway,41.652342,-72.729538
1421,West Hartford,41.762015,-72.742908
3124,Middletown CT,41.55468,-72.67984
287,Manhattan KS,39.18509,-96.576044
3126,Wethersfield,41.692516,-72.656152
1518,Glastonbury,41.720292,-72.620484
2006,Lincoln O-Street,40.813113,-96.64009
673,South Ridge,40.739298,-96.679507
1044,E Woodland Hills,36.060362,-95.854724
2210,Duluth - Miller Hill Mall,46.804871,-92.1597
1651,Univ of Nebraska - Block 38,40.815686,-96.702361
1724,Enfield,41.990538,-72.584436
1677,Buckland Hills,41.81277,-72.527135
2141,Tulsa Promenade,36.104126,-95.911377
2693,Holyoke I91,42.176471,-72.640505
2905,"West Springfield, MA",42.09647,-72.60029
3121,South Memorial,36.012662,-95.886717
2155,61st & Yale,36.075706,-95.922723
1336,Cherry Street 2,36.14081,-95.96858
2175,Texarkana,33.457921,-94.087695
1995,Sioux City,42.44571,-96.343208
1580,Chicopee Crossing,42.172811,-72.578186
2735,North Gainesville,29.673671,-82.338755
2277,St. Augustine,29.869556,-81.323824
3334,East Longmeadow,42.064735,-72.51373
486,U of Florida,29.652263,-82.341518
1792,St. Cloud - 5th Ave.,45.558689,-94.156541
793,Archer Road,29.619404,-82.381281
28,Gateway Village,45.55133,-94.206193
1693,UMASS,42.35653,-72.55367
2937,Slidell,30.270316,-89.760007
3120,Mandeville,30.39446,-90.09238
2656,Bossier City,32.548851,-93.709334
1854,Plattsburgh,44.69448,-73.486789
1793,South Burlington,44.448613,-73.208136
3109,Palm Coast,29.476264,-81.196113
2959,Keene NH,42.925127,-72.290056
2176,Shreveport,32.441716,-93.718353
546,Rock Road,37.738196,-97.245344
1302,Wichita East,37.678727,-97.245051
1971,Ocala 2,29.167095,-82.16836
2613,Derby Marketplace,37.56455,-97.243501
547,Hillside,37.693987,-97.299467
3205,Worcester ,42.281854,-71.808236
3508,21st & Amidon,37.721858,-97.363577
3427,Baxter MN,46.35802,-94.24537
1267,Shrewsbury,42.275389,-71.749783
2144,Veterans Blvd,30.003062,-90.162505
3193,Salina,38.798509,-97.612089
2515,Ormond Beach,29.263973,-81.105463
1952,Maple & Ridge,37.680185,-97.424519
3204,Magazine - Garden District,29.92614,-90.08307
1818,Elmwood,29.96013,-90.18449
1797,LSU,30.418031,-91.176726
422,New Market,37.724139,-97.463274
3241,LPGA Daytona,29.219124,-81.09699
3485,Leominster,42.533462,-71.743495
978,Warwick,41.712397,-71.489741
2020,Smithfield RI,41.877149,-71.518697
2558,Johnston,41.815099,-71.497821
783,Daytona Beach,29.180812,-81.080596
1371,Garden City Center,41.761894,-71.458903
1108,Westborough,42.285611,-71.608542
1873,Airport Plaza,41.731845,-71.435526
3268,Lincoln RI,41.937809,-71.476204
1200,Marlborough,42.338745,-71.5914
2924,Gonzales Outlets,30.212445,-90.950268
1388,Providence - Thayer St,41.828265,-71.400524
3117,Milford Rte 109,42.148179,-71.489456
2296,Middletown RI,41.516583,-71.299258
1844,Port Orange Gateway Center,29.111362,-81.02642
1161,OSU-Stillwater,36.1264,-97.053788
1686,Franklin Village,42.090073,-71.42185
2194,Seekonk Rte 6,41.80265,-71.3391
2509,Attleboro Rte 1,41.92374,-71.35614
3190,Deland,28.987073,-81.299221
1211,Shoppers World,42.300117,-71.393726
2987,Natick,42.302237,-71.360009
1737,Nashua_Amherst Street,42.78286,-71.50512
1676,Westford,42.566596,-71.422779
1113,Mansfield Marketplace,42.015548,-71.231428
1373,Daniel Webster Highway,42.712315,-71.443691
2120,Mount Dora,28.824581,-81.640709
2744,Chelmsford,42.625047,-71.362388
2249,Longview,32.542182,-94.73356
1260,Norwood - Boston,42.164465,-71.199587
1799,Bedford_NH,42.956403,-71.478197
1699,Waltham_Main Street,42.375759,-71.252849
1250,Needham Street,42.308255,-71.215011
2016,Bedford MA,42.486291,-71.262617
1473,Manchester NH,42.96311,-71.44144
2976,Waltham Lexington St,42.41318,-71.233721
2435,Billerica,42.580564,-71.288135
2427,Westwood University Ave.,42.204483,-71.153575
2276,Sanford,28.800126,-81.333621
1034,Dedham,42.257647,-71.167728
1855,North Dartmouth,41.63933,-70.991602
1817,Raynham,41.905418,-71.049319
1474,Burlington Marketplace,42.486162,-71.212724
3333,Arsenal Yards Relo,42.362925,-71.162246
1059,Cleveland Circle MA,42.336475,-71.149571
2826,"Concord, Loudon Road",43.22999,-71.481214
610,Lake Mary #2,28.755741,-81.35074
1299,Fresh Pond,42.389296,-71.143417
3149,Brockton Westgate Mall,42.091847,-71.052696
1357,BU Terriers,42.350695,-71.11467
2994,Spring Hill,28.534012,-82.50673
1036,Davis Square,42.395925,-71.122413
1224,Fenway Park,42.344755,-71.10089
2667,Randolph,42.165752,-71.045497
1892,Central Square_Cambridge,42.3649,-71.103212
1098,Woburn Mass,42.516584,-71.137851
1615,Kendall Square MIT,42.362548,-71.085697
2341,553 Boylston Street,42.35067,-71.076071
1970,Cambridgeside Galleria,42.368607,-71.076583
2954,South Bay Center,42.3227,-71.0614
2622,City Place Theatre District,42.35173,-71.067018
870,Medford,42.406043,-71.082907
1111,South Shore Plaza,42.220771,-71.025565
1883,Apopka - Wekiva,28.673578,-81.469972
1520,Boston Financial District,42.353418,-71.058025
1653,School Street,42.357535,-71.058415
1150,North Quincy,42.272591,-71.02721
2491,Boston Seaport,42.351059,-71.045746
2654,Reading Walkers Brook,42.519634,-71.092382
604,Altamonte,28.661332,-81.396677
2592,Methuen The Loop,42.744014,-71.156593
1425,North Andover,42.676092,-71.131702
2362,Casselberry,28.659711,-81.340747
1243,Saugus,42.479603,-71.021167
1259,Willa Springs,28.646918,-81.270118
2736,Oviedo,28.656311,-81.203357
1406,Derby Street,42.178557,-70.908632
1143,Clermont,28.54576,-81.730085
3248,Haverhill,42.814212,-71.102077
3342,Dillard & 50,28.551181,-81.585603
360,Winter Park,28.593625,-81.365317
789,Ocoee,28.552487,-81.526959
457,U of Central Florida,28.597189,-81.216485
1136,Winter Garden,28.520935,-81.586791
1114,Northshore Mall,42.542196,-70.945071
442,East Colonial,28.55358,-81.346916
1806,Swampscott,42.48195,-70.903741
570,Metrowest,28.512078,-81.459718
2354,Lafayette Ambassador,30.161779,-92.053976
3101,Windermere,28.493446,-81.511049
821,Waterford Lakes,28.553564,-81.206557
647,South Orange,28.516773,-81.376134
3299,Plymouth MA,41.95258,-70.71257
1957,Beverly_MA,42.575817,-70.891249
1052,Edmond,35.637526,-97.484247
2645,Port Richey,28.290794,-82.711856
2897,Millenia Boulevard,28.49295,-81.428624
3157,Azalea Park,28.514195,-81.310538
1870,Millenia Mall Orlando,28.485062,-81.431721
1289,Dr. Phillips Marketplace,28.450619,-81.488967
675,Florida Mall,28.44943,-81.401886
844,Orlando Airport,28.46762,-81.30863
2169,Quail Springs,35.614707,-97.549634
2745,Orlando Airport Term 2 FC,28.435619,-81.301496
3286,Vineland Pointe,28.393716,-81.485513
3110,Trinity,28.205278,-82.666568
1232,Northwest Expressway,35.531194,-97.57533
3471,West Kissimmee,28.346388,-81.611273
2353,Southchase,28.381376,-81.404894
3203,Osceola Parkway Kissimmee,28.346149,-81.486668
2874,Moore,35.319997,-97.498899
1383,University of Oklahoma,35.21175,-97.443418
3308,Wesley Chapel,28.192937,-82.39509
2546,Celebration,28.332154,-81.5328
2870,Lake Nona,28.386963,-81.244816
727,Kissimmee,28.345635,-81.420783
1951,I-35 & Robinson,35.238558,-97.481577
3156,Dover NH,43.215338,-70.880136
1097,Newington,43.09399,-70.80038
1613,Tyler,32.29719,-95.301791
2465,New Tampa Highwoods Preserve,28.131275,-82.365765
2147,Coral Landing Palm Harbor,28.073064,-82.738312
3466,Davenport,28.22477,-81.64444
1494,Gunn Highway Citrus Park,28.066482,-82.570505
2885,Greenville Texas,33.096009,-96.112571
813,Carrollwood,28.063578,-82.503442
3332,Cape Cod Hyannis Relo,41.66833,-70.29644
2930,Nacogdoches,31.623169,-94.652864
2200,St. Cloud FL,28.2526,-81.316273
1195,Big Sherm,33.682577,-96.60891
3102,Westchase,28.042392,-82.591396
828,USF Fowler 2,28.054873,-82.429836
1328,Countryside,28.014723,-82.734477
2448,North Lakeland,28.095807,-81.974674
762,Clearwater Mall,27.961126,-82.727515
2170,International Plaza Food Court,27.96499,-82.521147
2548,Dale Mabry & Walnut,27.960183,-82.505162
611,Westshore,27.947477,-82.52393
2801,East Largo,27.916774,-82.731462
823,South Tampa,27.9397,-82.483393
3082,Largo Ulmerton Road,27.894135,-82.779434
1499,South Lakeland,28.001635,-81.956539
2052,Viera,28.239152,-80.728458
2198,Brandon Town Center,27.938726,-82.323634
2058,Brandon Mall Food Court,27.932241,-82.324896
2391,Dale Mabry & Gandy,27.89347,-82.505875
2580,Winter Haven,28.003614,-81.717516
2989,Seminole City Center,27.841562,-82.79449
1626,Brandon-Bloomingdale Avenue,27.893163,-82.272361
713,Parkside Mall,27.838767,-82.684634
2734,North St Pete,27.804778,-82.638811
1041,Tyrone,27.785704,-82.728901
731,4th Street,27.780159,-82.638729
1132,380 Town Crossing,33.218062,-96.638339
633,Eldorado,33.172883,-96.641614
1839,Melbourne,28.078431,-80.647537
1074,Rockwall,32.902614,-96.454727
3049,Terrell,32.716716,-96.325676
464,Allen,33.102906,-96.679133
1809,Murphy,33.01193,-96.609264
2829,Custer,33.127704,-96.733941
2997,Spring Creek,33.056683,-96.693426
2981,Rowlett,32.908125,-96.572245
756,Firewheel,32.955566,-96.616909
1536,South Portland,43.634989,-70.337837
94,Collin Creek,33.015733,-96.709271
1749,Westbrook,43.677565,-70.329777
101,Preston Ridge,33.107362,-96.806229
3258,Warren and DNT,33.106151,-96.825267
396,Telecom Corridor,32.975074,-96.720999
2603,Portland Marginal Way,43.660587,-70.266695
1734,Shops at Legacy,33.078407,-96.820292
3130,Coit & 190,33.002221,-96.767015
244,Park & Preston,33.027502,-96.792389
3302,Mesquite East,32.791499,-96.597076
465,Mesquite,32.811189,-96.624434
1616,Preston & Frankford,32.999127,-96.796695
1481,West Plano,33.02706,-96.833078
1808,Richardson,32.949697,-96.769462
2851,The Colony,33.069047,-96.879297
314,Central Expressway,32.907832,-96.769701
3303,Casa Linda II,32.8313,-96.70591
665,North Dallas,32.953658,-96.817913
3292,Abrams and NWH,32.858052,-96.749838
60,Preston Forest,32.911355,-96.803034
3526,Park Lane,32.870621,-96.769003
2036,NorthPark Center,32.868969,-96.77351
560,Upper Greenville,32.857473,-96.769627
197,Addison,32.95367,-96.853017
975,Bradenton,27.463178,-82.578336
3220,Carrollton TX,33.020492,-96.913809
2816,Farmer's Branch,32.92136,-96.838671
2132,Lakewood TX,32.816402,-96.753159
3389,Corinth,33.130786,-97.039332
1282,Knox Street,32.821055,-96.788102
432,Denton,33.191765,-97.100294
344,Vista Ridge,33.000531,-96.962609
401,Oaklawn,32.817779,-96.812016
3270,Lakewood Ranch,27.432299,-82.424282
38,McKinney,32.798164,-96.801621
2749,Bachman Lake,32.861138,-96.857219
406,North Lewisville,33.046072,-97.010343
1902,UNT Fry St.,33.214758,-97.146201
2625,Rayzor Ranch,33.229381,-97.168369
3489,Victory Park,32.788127,-96.810019
3065,West Love,32.827182,-96.845921
1252,Coppell,32.969027,-96.993335
1375,University Town Center Sarasota,27.387703,-82.458142
1456,Flower Mound,33.069765,-97.08218
330,Las Colinas,32.912385,-96.959372
1212,Las Colinas South,32.865764,-96.943632
2774,LBJ and Beltline,32.922099,-96.99438
3525,Flower Mound South TX,33.011492,-97.070128
2117,Grapevine Mills,32.961725,-97.04183
2946,Sarasota Towne Center,27.337573,-82.463371
1040,Sarasota,27.318122,-82.5294
393,Irving Mall,32.844365,-96.99201
3415,NDSU,46.904258,-96.796652
2359,Fargo - Prairie Stone,46.855031,-96.861721
97,Southlake,32.938909,-97.104071
3322,Wheatland,32.65028,-96.865603
1859,Vero Beach,27.638345,-80.447965
2021,Euless,32.88015,-97.098193
3375,Roanoke,33.017904,-97.21819
3379,Centreport 2,32.824088,-97.060113
3344,Red Oak,32.532558,-96.82062
2364,West Southlake,32.937631,-97.186809
3142,Colleyville,32.878083,-97.158426
2871,Beaumont,30.115381,-94.169175
3238,Pioneer,32.706062,-97.0234
3040,Bedford TX,32.83619,-97.132829
1715,Grand Prairie,32.673702,-97.006221
1889,Cedar Hill,32.592369,-96.93788
343,Arlington,32.769008,-97.096823
424,North Richland Hills,32.853457,-97.190259
2630,Port Arthur,29.944487,-93.994997
2818,Hach,32.424219,-96.838914
96,Northeast Mall,32.82413,-97.199892
792,UTA,32.722217,-97.115236
661,Watauga,32.882703,-97.259994
2242,Rufe Snow,32.841063,-97.238015
2525,Alliance,32.915137,-97.313821
1323,Arlington South,32.664639,-97.133659
3377,Blue Mound,32.869906,-97.341798
1788,Mansfield TX,32.595463,-97.148099
2235,Augusta,44.344826,-69.788638
2676,Medical District Fort Worth,32.732805,-97.343147
812,Fort Worth,32.751362,-97.360423
2697,North Port,27.037397,-82.216243
2772,Lake Worth,32.810296,-97.432461
93,Trinity Commons,32.706451,-97.389039
3077,Hawks Creek,32.755115,-97.429335
1697,Camp Bowie,32.726414,-97.42219
1258,St. Lucie West,27.310724,-80.40644
660,Bryant Irvin,32.684737,-97.414653
2503,Huntsville,30.710827,-95.566226
2352,Jensen Beach,27.234775,-80.26764
1564,Stuart Center North,27.177976,-80.236088
2378,Wichita Falls,33.87113,-98.53414
2250,Weatherford,32.729325,-97.787634
1469,Conroe TX,30.315239,-95.473444
3060,Cape Coral Marketplace,26.673058,-81.928224
1287,Atascocita,29.997368,-95.163998
3000,Woodlands North,30.20628,-95.463578
2910,Cape Coral Del Prado,26.610907,-81.940712
3447,Rayford Crossing ,30.11745,-95.381
2771,Granbury,32.433649,-97.784812
2698,Colonial & 75 Fort Myers,26.608354,-81.810544
376,Woodlands,30.16439,-95.464889
833,Deerbrook,30.005845,-95.269299
2105,Jupiter,26.934223,-80.130662
2145,Baytown TX,29.779732,-94.977228
3260,Summerwood,29.928636,-95.203307
2285,College & 41 Fort Myers,26.558735,-81.871156
2381,Louetta North,30.066232,-95.437682
3189,Donald Ross Road,26.88255,-80.115711
2811,Baylor University,31.551796,-97.124571
3039,Spring North,30.088633,-95.521604
1429,Wallisville,29.810015,-95.162522
1871,The Gardens Mall,26.849017,-80.08515
3408,I-45 & Richey,29.9954,-95.42407
1565,Palm Beach Gardens,26.838797,-80.108903
2219,Gulf Coast Fort Myers,26.491847,-81.786788
2963,Haden & I-10,29.76982,-95.181946
1117,WACO,31.531142,-97.187941
3448,Gleannloch,30.034664,-95.55409
3182,Greenspoint,29.91974,-95.413393
2794,Tomball,30.089045,-95.634588
1490,College Station 2,30.639298,-96.317468
3085,San Jacinto Houston,29.664249,-95.115503
1303,Louetta Road,29.99639,-95.576801
2809,Shoppes at Coconut Point,26.403693,-81.811402
163,Willowbrook,29.964272,-95.543527
408,College Station,30.622351,-96.341343
359,Pasadena,29.650433,-95.152626
3140,Pasadena West,29.665176,-95.188796
881,West Palm Beach,26.708223,-80.098579
2279,North Loop TX,29.812034,-95.42234
347,Theater District,29.760162,-95.362591
2201,Jersey Village,29.903812,-95.551505
990,Wellington,26.663799,-80.202121
1894,Heights Blvd.,29.77466,-95.397932
3129,290 and 34th,29.819122,-95.467393
170,Northwest Marketplace,29.853965,-95.51287
2162,Midtown,29.746321,-95.376237
358,Copperfield,29.915847,-95.616488
1185,Baybrook TX II,29.547696,-95.131309
2398,Spring Cypress,29.972817,-95.691465
2661,Greenacres,26.648232,-80.146114
478,River Oaks,29.747052,-95.410295
2798,Fairfield Outlet,29.993144,-95.751294
201,Med Center,29.709759,-95.401168
95,Village Place,29.721907,-95.418865
388,Greenway Plaza,29.73229,-95.439062
2620,Houston Galleria,29.739563,-95.462705
2800,Barker Cypress,29.91157,-95.685449
3493,Tanglewood TX,29.75029,-95.47777
1930,Copperfield South,29.87697,-95.645856
249,Richmond & Sage,29.732002,-95.466316
1298,Reliant Park,29.691108,-95.41572
2284,Memorial City Mall,29.780353,-95.540002
1914,Lantana & Jog,26.587637,-80.147145
3406,Friendswood,29.50784,-95.18621
2470,Pearland East,29.55817,-95.26172
1004,City Centre,29.779686,-95.562167
1577,Naples Mercato,26.254143,-81.800193
948,Mid-Westheimer,29.736555,-95.514418
2287,Bangor,44.829395,-68.753743
2817,HBU,29.698307,-95.518431
3059,West Boynton Beach,26.527206,-80.186071
2140,Energy Corridor,29.768398,-95.624098
271,Royal Oaks,29.736102,-95.586072
802,Boynton Beach,26.542687,-80.090222
1582,Pearland,29.55642,-95.386371
2722,Naples Plaza,26.172116,-81.800794
252,Katy,29.787698,-95.718353
3497,East Boynton Beach,26.513495,-80.056956
3002,The Grid,29.643375,-95.575545
2992,West Delray Beach,26.459,-80.12001
2290,Katy South,29.761454,-95.75118
2970,Katy West,29.78692,-95.792483
1217,Delray Beach,26.439234,-80.078439
1679,Missouri City,29.564055,-95.562294
770,Sugarland,29.594058,-95.622797
2861,North Boca Raton,26.400771,-80.12049
3402,Aliana,29.66053,-95.71783
1379,Westwinds West Boca,26.365991,-80.202361
2860,South Naples,26.065696,-81.69842
1395,Bird Creek Crossing,31.092538,-97.38551
721,Central Boca Raton,26.368752,-80.128054
1689,Garden Shops Boca Raton,26.349524,-80.157448
1787,East Boca Raton,26.365568,-80.078995
1988,Greatwood,29.563681,-95.684298
2996,North Coral Springs,26.287417,-80.250911
1410,Turtle Run at Coral Springs,26.283501,-80.202614
2266,Deerfield Beach,26.307095,-80.093134
678,Coral Springs,26.252864,-80.252319
2416,Pompano,26.260632,-80.09892
2487,Lauderhill,26.191573,-80.252616
2111,Cypress Creek,26.204836,-80.147477
2488,Sawgrass Mills Food Court,26.149969,-80.324577
1860,Fort Lauderdale North,26.187778,-80.11561
2916,Sunrise and University,26.147349,-80.256339
1130,Harker Heights,31.072001,-97.665832
924,Sawgrass Ikea,26.121556,-80.330717
1502,Bal Harbour Square Fort Lauderdale,26.150574,-80.11891
1701,Davie Tower Shops,26.094295,-80.250364
838,Weston,26.067606,-80.36306
2784,Fort Hood,31.130868,-97.798133
3158,Riverbend Fort Lauderdale,26.091,-80.1803
1912,Fort Lauderdale South,26.100851,-80.126664
2671,Davie South,26.046949,-80.251057
2773,Copperas Cove,31.120257,-97.861477
985,West Pembroke Pines,26.006839,-80.356265
1315,East Hollywood,26.048639,-80.159491
1032,Pembroke Pines,26.008504,-80.294944
2445,Dania Beach,26.033066,-80.142053
2417,Miramar,25.980247,-80.356945
1404,Miami Gardens,25.941296,-80.306469
3269,Aventura Mall Food Court,25.957364,-80.146691
1203,Miami Lakes,25.912891,-80.330937
1508,Aventura,25.950186,-80.145689
3033,Hialeah Gardens,25.895209,-80.35107
952,North Miami FL,25.912522,-80.157698
1290,Hialeah 2,25.867037,-80.291961
466,Republic Square,30.649201,-97.677597
3034,Airport West,25.808885,-80.315344
3383,Beacon Lakes,25.78831,-80.3874
2489,Doral 87th Avenue,25.793463,-80.337645
2306,Fountain Square,25.769252,-80.359821
2363,University Oaks,30.556406,-97.687919
3087,Lejeune Road Miami,25.773226,-80.264026
2634,Pflugerville,30.46269,-97.59851
2707,Coral Way - Westchester,25.749193,-80.336108
1918,Coral Gables,25.749328,-80.254359
117,Round Rock,30.483262,-97.681878
914,West Kendall,25.684578,-80.415201
3232,Kendall Mall,25.6868,-80.365232
1058,South Miami,25.699534,-80.295008
262,Scofield Farms,30.413068,-97.68771
2014,Pinecrest,25.657071,-80.327515
2342,Cedar Park,30.524857,-97.819717
874,Millwood,30.445721,-97.744081
427,Lakeline Mall,30.478321,-97.800583
847,Arboretum,30.389926,-97.733342
2085,Point Royale Cutler Bay,25.58961,-80.35868
1326,Anderson Lane,30.358578,-97.734726
973,Mueller,30.30565,-97.707981
56,45th & Lamar,30.312467,-97.738615
92,U of Texas,30.285652,-97.741979
3328,Plaza Saltillo,30.26396,-97.73287
501,Congress,30.269856,-97.742378
2330,South Shore,30.24213,-97.727277
2606,Homestead,25.479033,-80.441929
43,Westbank,30.274705,-97.799339
1723,South Lamar,30.247644,-97.775468
620,Stassney,30.201265,-97.768496
2929,Abilene,32.405446,-99.765437
346,Sunset Valley,30.229169,-97.821024
1008,Southpark Meadows,30.158366,-97.791029
1028,San Marcos,29.885571,-97.940987
2304,Amarillo,35.188625,-101.866798
2799,San Marcos Outlets,29.827032,-97.985293
1758,New Braunfels,29.700972,-98.095519
171,Forum,29.571607,-98.326258
2753,TPC & 281,29.650339,-98.449903
592,Vineyard,29.609464,-98.512204
2754,281 & Bitters,29.566235,-98.484851
971,San Pedro,29.519674,-98.50137
480,Quarry,29.498663,-98.480644
582,Alamo Heights,29.462268,-98.465487
569,Huebner Oaks,29.550183,-98.58148
1506,Texas Tech Red Raiders,33.587951,-101.869319
2786,Rivercenter,29.423801,-98.484324
1910,Medical District,29.510422,-98.578282
1071,Bandera Road,29.548811,-98.66252
1606,Kingsgate,33.518439,-101.903588
2651,West End Lubbock,33.567575,-101.944592
3160,Alamo Ranch,29.493505,-98.706417
927,Westover Marketplace,29.435982,-98.649633
3551,Potranco III,29.429364,-98.712323
910,U of N. Colorado,40.412018,-104.691498
2343,Corpus Christi,27.71092,-97.368595
943,Southlands,39.604301,-104.707438
1014,Cheyenne,41.160736,-104.805715
566,Smoky Hill,39.611253,-104.752579
871,I 70 & Tower,39.764052,-104.774668
2857,Clovis NM,34.434396,-103.195928
59,Parker,39.518709,-104.770353
719,Crown Point,39.557583,-104.777956
75,Buckley & Quincy,39.640233,-104.792049
66,Iliff & Chambers,39.674373,-104.810645
1291,Arapahoe & Parker,39.59457,-104.806401
745,Fitzsimons,39.73993,-104.827753
394,Powers,38.877086,-104.718765
1189,Pueblo,38.303272,-104.614993
3192,45th & Peoria,39.777715,-104.846509
254,Centennial,39.595465,-104.84874
23,Havana,39.694589,-104.866242
35,Citadel,38.845476,-104.756686
1145,London Square Relo,39.674409,-104.869623
40,FlyingDog,38.904338,-104.774162
2555,Park Meadows Mall Food Court,39.562747,-104.875857
1885,Park Meadows Relo,39.567257,-104.880515
1049,Castle Rock Shoppes,39.414491,-104.86401
255,Stapleton,39.7579,-104.901543
143,Lone Tree,39.537046,-104.879352
58,Chapel Hills,38.946376,-104.802166
1528,Arapahoe Relo,39.596871,-104.888084
599,Belleview Promenade,39.62376,-104.896024
7,Tiffany,39.652423,-104.903217
32,Monaco,39.701821,-104.912519
162,Commerce City,39.803973,-104.93083
1070,CS Univ Village,38.902762,-104.818155
2,Colorado,39.728341,-104.940977
67,Tejon,38.833131,-104.823351
185,Broadmoor,38.801722,-104.819078
161,U Hills,39.666446,-104.939882
48,Cherry Creek,39.718549,-104.949577
911,Lowenstein Theatre,39.739977,-104.957214
264,Thornton,39.914773,-104.976009
780,Loveland Factory Shops,40.408322,-105.007667
153,Garden of the Gods,38.897084,-104.852678
3376,Highlands Ranch,39.542614,-104.940953
712,Lambertson Lakes,39.871139,-104.976335
3245,Orchard Town Center,39.958832,-104.992701
1,Evans,39.678281,-104.967812
189,Dry Creek,39.580227,-104.961312
1095,Ft Collins,40.523765,-105.03686
4,Alameda,39.711425,-104.983177
54,6th & Broadway,39.725503,-104.987019
9,California,39.745398,-104.991628
73,LODO,39.750284,-104.999073
390,Hampden,39.65349,-104.992173
970,Littleton,39.613454,-104.988389
69,104th & Federal,39.884269,-105.024708
3257,Westminster Plaza,39.828648,-105.025396
250,CSU,40.578284,-105.077412
10,Lowell,39.762019,-105.034818
755,Wildcat,39.537418,-105.013889
581,Sheridan,39.912443,-105.051281
822,Taft,40.407528,-105.097842
650,17th & Main,40.189192,-105.101798
74,88th & Wadsworth,39.856161,-105.082426
1039,55th & Wads RELO,39.793934,-105.080282
2355,Lafayette Crossings,39.98639,-105.097962
13,Longmont,40.152854,-105.111126
766,Colfax,39.740578,-105.07842
68,Alameda & Wadsworth,39.710324,-105.08215
644,Wadsworth & Hampden,39.660754,-105.080916
1430,Bow Mar,39.616581,-105.090435
2666,Southwest Plaza FC,39.61172,-105.09678
685,64th Ave. & Ward Rd.,39.811396,-105.139667
896,Union Relo,39.717486,-105.133629
6,Youngfield,39.763151,-105.140088
114,Louisville,39.966259,-105.163966
2224,Midland,32.036278,-102.123368
71,Ken Caryl,39.580354,-105.135026
503,Colorado Mills,39.734038,-105.160103
894,29th Street,40.016357,-105.257952
11,Boulder,40.017399,-105.283382
2232,Odessa,31.889813,-102.350456
1105,Silverthorne,39.630328,-106.071411
2728,Laredo,27.57336,-99.47395
2891,Harlingen,26.186604,-97.72151
2708,10th and Trenton,26.268379,-98.218471
