restaurantNumber,restaurantName,latitude,longitude
1284,Reston Town Center,38.959348,-77.356704
350,Fairlakes,38.857663,-77.357521
2251,Stafford,38.469389,-77.411947
1801,South Lakes Village,38.938568,-77.330351
1946,Park West Village,35.807005,-78.81519
456,Kamp Washington,38.852589,-77.327248
525,Short Pump,37.653771,-77.615635
879,Burke Centre,38.799654,-77.3201
1694,The Glen,38.673386,-77.335048
2932,Nuckols Place,37.685202,-77.588592
3385,Fayetteville GA,33.472771,-84.44306
3057,George Mason,38.829914,-77.30758
2001,Oakton VA,38.881167,-77.30187
2822,Apex,35.746414,-78.82956
1334,Germantown MD,39.182602,-77.263864
826,Pleasant Valley,35.860384,-78.707695
460,Summit,37.645821,-77.579624
1087,Cary Kildaire,35.765223,-78.783861
2781,Germantown East,39.203586,-77.247937
2066,Strickland Six Forks,35.901908,-78.654884
1478,Pickett,38.842967,-77.272162
506,Vienna,38.903597,-77.262059
677,Potomac Mills,38.65275,-77.28605
461,Kentlands,39.124667,-77.236987
960,Midlothian TPK,37.506143,-77.6071
3118,Regency Square Mall,37.602696,-77.566409
636,Swift Creek,37.41568,-77.64119
2109,Tysons Rt. 7,38.924963,-77.239781
2875,Woodbridge VA,38.632058,-77.274651
1668,Hamburg Buffalo,42.789439,-78.815
2514,McDonough,33.422916,-84.187152
2485,Cary Crossroads,35.760404,-78.740893
103,Gaithersburg Square,39.148525,-77.210253
983,Merrifield Town Ctr,38.87209,-77.228353
1822,Damascus,39.288766,-77.202452
1554,Tysons Corner Relo,38.916504,-77.221193
2813,West Springfield Center,38.780937,-77.234999
3212,Wake Forest ,35.966684,-78.543904
2130,Potomac Village,39.016651,-77.208966
2331,Washingtonian,39.116712,-77.198399
942,Falls of Neuse,35.866116,-78.620049
3266,Raleigh North Hills,35.840181,-78.643501
2324,Reynolds Crossing,37.603309,-77.525097
1832,Staples Mill,37.63771,-77.51169
293,Falls Grove,39.096508,-77.192648
3384,Peachtree City,33.396455,-84.591747
3285,Newnan,33.398183,-84.74003
1567,Harbison Blvd,34.072489,-81.157815
2854,Lorton,38.701711,-77.220685
1467,Newington VA,38.740262,-77.212982
1659,NC State,35.787647,-78.66684
2815,Winston Churchill,43.516894,-79.687164
2386,Triangle Town Center,35.868126,-78.583484
1477,Mount Airy,39.36455,-77.160105
1754,McLean,38.933178,-77.176182
787,Springfield,38.779124,-77.189774
855,Willow Lawn,37.584742,-77.496377
1431,Broaddale Center,38.885013,-77.174616
2272,Chippenham,37.501269,-77.527473
883,North Richmond,37.666725,-77.458474
2422,Springfield Town Center,38.774467,-77.173375
2388,Montgomery Mall,39.024896,-77.147045
1975,Carytown Place,37.557134,-77.486249
1147,Wintergreen,39.075289,-77.137765
722,Arlington Boulevard,38.870591,-77.153138
2167,Wolfchase Galleria Food Court,35.201143,-89.791338
1225,Old Georgetown Square,39.02576,-77.126984
2541,Landmark,38.818259,-77.141866
2522,Carlisle,40.190025,-77.192505
2245,Pike & Rose,39.049784,-77.115596
288,Kingstowne,38.769915,-77.139712
3024,Fuquay Varina,35.592746,-78.774461
1777,Tonawanda,42.98015,-78.86915
2894,Trussville,33.5956,-86.647453
1861,Lee Heights Shops,38.898363,-77.11876
2646,Bailey's Crossroads,38.847884,-77.12099
1191,VCU,37.549415,-77.449898
1479,Cheektowaga,42.907543,-78.774256
323,Ballston,38.879866,-77.112222
3313,Two Notch,34.117946,-80.87743
44,Bethesda,38.985654,-77.096138
930,Foxchase,38.813032,-77.110677
2273,Niagara Falls,43.096925,-78.973837
278,Chevy Chase,38.962249,-77.088636
683,Aspen Hill,39.076738,-77.080042
3031,Cordova,35.143587,-89.795749
2473,Pike 3400,38.861003,-77.092176
1439,Kensington,39.02792,-77.076746
1449,Olney,39.153201,-77.066147
2143,Square One Food Court,43.59348,-79.642438
154,Tenleytown,38.945028,-77.077721
1484,Glover Park DC,38.920921,-77.072149
2845,Dubuque,42.491537,-90.720086
194,Rosslyn,38.89534,-77.07053
1356,Amherst Niagara Falls Blvd,42.99972,-78.819438
710,Beacon Mall,38.77063,-77.082208
2055,Wheaton Mall,39.035843,-77.055322
449,Georgetown #2,38.905302,-77.06455
1963,Vista,33.998966,-81.042841
1845,Pentagon City,38.863442,-77.060614
102,Woodley Park,38.923709,-77.051902
2950,Garner White Oak,35.697311,-78.584972
1973,GW,38.900173,-77.04574
190,DuPont Circle,38.912071,-77.044534
2217,Potomac Yard,38.83576,-77.051201
106,Crystal City,38.854013,-77.049159
3275,Mechanicsville,37.60515,-77.35466
122,M Street,38.905853,-77.043173
1402,Columbia Trenholm,34.018337,-80.965603
245,Old Town Alexandria,38.805109,-77.045909
1390,Columbia Heights DC,38.929686,-77.032503
411,Silver Spring,38.996514,-77.025961
2543,McPherson Square,38.903098,-77.033677
2039,14th Street,38.910014,-77.032171
2719,Dixie and Eglinton,43.637412,-79.622315
2377,Howard University,38.921084,-77.021911
1608,Four Corners,39.020954,-77.011951
349,MCI,38.898624,-77.021727
1579,CityVista,38.903056,-77.018838
2283,Sherway Gardens FC,43.613328,-79.558702
1318,Union Station,38.897689,-77.006884
2479,Union Station Food Court,38.897731,-77.005632
2593,National Harbor,38.784547,-77.016889
2881,Ballpark Square,38.875406,-77.006144
1587,Ridgeway Trace,35.102095,-89.865544
2637,Garners Ferry Rd.,33.983156,-80.967654
2565,Catholic,38.932191,-76.996401
1868,Chester,37.354566,-77.410932
1969,Rhode Island Row,38.920899,-76.993967
2193,Hanover,39.82923,-76.998084
1691,Barracks Row,38.883258,-76.995243
1475,Transit Road,42.985652,-78.69753
1515,Westminster II,39.562066,-76.971595
2668,Hillandale Center,39.021865,-76.976696
3225,Shops at Park Village,38.84647,-76.980385
447,White Oak,39.055511,-76.954912
2642,UAB Birmingham,33.509777,-86.802721
3115,Mall at Prince Georges,38.968586,-76.957622
2439,East Appleton,44.244117,-88.347963
3146,Dakota Crossing,38.920086,-76.952886
2365,Eldersburg,39.398562,-76.933013
2226,Mechanicsburg,40.246065,-77.014393
105,College Park,38.980485,-76.938948
1578,Hyattsville,38.955757,-76.939945
3050,Iverson Mall,38.839694,-76.948578
1639,La Plata,38.547027,-76.984461
1786,North College Park,39.02264,-76.925743
3058,Memphis Midtown,35.134751,-89.993488
2033,Colonial Heights,37.254214,-77.390267
2747,Maple Lawn,39.149709,-76.909905
438,Berwyn Heights,38.998603,-76.912146
2288,Stockyards,43.672411,-79.469106
3025,Augusta Exchange,33.490231,-82.079801
1131,Inverness,33.422581,-86.698268
1069,Iowa City,41.659748,-91.534894
1173,Appleton,44.26257,-88.46998
2542,Vestavia Hills,33.438963,-86.788295
1320,Columbia Mall,39.21473,-76.861714
3114,Forestville,38.844812,-76.884974
739,Waldorf,38.622794,-76.913416
536,Laurel Lakes,39.0852,-76.862369
2695,New Carrollton,38.957758,-76.86999
2986,Queen and John,43.649483,-79.392343
1312,Woodyard Crossing,38.767599,-76.887921
1776,123 Front Street,43.64499,-79.383388
1813,Camp Hill,40.238471,-76.935378
3074,North Augusta ,33.496414,-81.962333
1236,Toronto Life Square,43.656861,-79.380962
2038,Woodmore Towne Centre,38.92138,-76.846378
1759,Ellicott City,39.277324,-76.825935
1519,Steeplechase,38.869747,-76.847826
1750,Yorkdale Mall,43.72602,-79.45182
1139,Vista Gardens,38.954851,-76.828421
429,Columbia,39.200752,-76.812958
1607,Fayetteville NC,35.068529,-78.967152
2192,Maryland City,39.097935,-76.809009
1468,Midtown Toronto,43.708197,-79.398366
2015,Green Bay - Oneida St.,44.486748,-88.067567
2938,Fayetteville Ramsey St.,35.125433,-78.880755
941,Riverchase,33.378965,-86.803812
2804,Brandywine MD,38.676,-76.8276
2329,Owings Mills,39.412696,-76.772272
2614,Vaughan Mills,43.825596,-79.538825
2468,Watkins,38.899966,-76.791667
1183,Jefferson City,38.578833,-92.192716
1891,Woodlawn,39.312449,-76.755355
2933,Vaughan North,43.850498,-79.53271
2142,Don Mills,43.735191,-79.343997
1463,Pikesville,39.388398,-76.736214
2486,Union Deposit,40.276972,-76.8251
535,Arundel Mills,39.153273,-76.72457
2618,Bowie Market Place,38.97774,-76.734879
446,Bowie Town Center,38.944513,-76.735131
2901,West York,39.979821,-76.752051
1027,Columbia East,38.947395,-92.30007
1340,Harrisburg,40.312466,-76.802003
2972,Selinsgrove,40.790119,-76.901787
2763,West Nursery,39.202139,-76.683569
315,Mizzou,38.947978,-92.327411
654,Waugh Chapel,39.038051,-76.68016
1877,BWI Airport,39.179426,-76.671014
2611,Smithfield,35.506173,-78.32157
1940,South York,39.939665,-76.693203
2404,Shrewsbury PA,39.769788,-76.67238
635,Hunt Valley,39.496668,-76.654429
2953,Scarborough Town Centre,43.775092,-79.257401
3339,Stadium Blvd,38.960855,-92.370592
2225,Greenspring Tower,39.337924,-76.635505
3100,Woodbine and 7,43.85227,-79.35905
1325,York,39.983044,-76.668837
1283,Timonium 2,39.432745,-76.623175
2332,West Pratt Street,39.286624,-76.619508
1722,North Charles Street,39.304333,-76.615981
3218,Dunkirk,38.725282,-76.658776
835,Charles Village,39.32712,-76.615625
3113,Glen Burnie,39.195368,-76.61363
510,Roger's Forge,39.372168,-76.61022
3413,East Pratt Street,39.287129,-76.607407
2498,Lewisburg,40.98148,-76.884397
2936,Towson Commons,39.400403,-76.602846
1721,Federal Hill,39.2724,-76.60231
2275,Lindale Mall,42.02683,-91.626915
3015,Pasadena MD,39.136257,-76.597506
1228,Joppa,39.398285,-76.585683
1523,Can Company,39.281246,-76.579937
2103,Hershey,40.283716,-76.654587
1990,Florence SC,34.18954,-79.830353
3264,Hopkins Bayview,39.287151,-76.54806
1488,Lee Airport,38.943155,-76.562083
2669,Parkville,39.373169,-76.542551
1168,Severna Park,39.077507,-76.544604
840,Annapolis Mall,38.987491,-76.547059
2649,Prince Frederick,38.544697,-76.59211
2459,Macon,32.900818,-83.688555
2917,Oxford MS,34.36328,-89.559476
1649,Golden Ring,39.335366,-76.485039
1936,Downtown Annapolis,38.977812,-76.487798
1993,White Marsh MD,39.367873,-76.451833
961,Lex Park,38.291997,-76.493615
3246,North Bel Air,39.560151,-76.371679
2902,Lebanon PA,40.317947,-76.424328
608,Bel Air MD,39.495593,-76.327773
3128,West Lancaster PA,40.044223,-76.36351
2054,BAMA Campus,33.210743,-87.553572
989,Bama (University of Alabama),33.196767,-87.52704
2102,Central Lancaster,40.077067,-76.325595
1353,Williamsburg II,37.287338,-76.721072
2793,Goldsboro,35.374761,-77.945619
2493,Warner Robins,32.618576,-83.690349
2530,Tiger Town Auburn,32.616801,-85.404508
1735,Auburn Campus,32.606818,-85.487317
1313,Henrietta,43.087209,-77.626039
2108,Columbus Park Crossing,32.541783,-84.950318
1376,University of Rochester,43.123413,-77.617753
1733,Greece,43.20618,-77.6783
1644,Easton MD,38.793927,-76.059386
1526,Pittsford Plaza NY,43.102138,-77.540141
2873,Columbus South,32.480404,-84.943902
2837,Victor Crossing,43.018076,-77.436808
1248,Patrick Henry Mall,37.112656,-76.495607
2326,Irondequoit,43.198687,-77.577401
3185,CNU,37.066963,-76.491821
2683,Greenville Memorial Dr,35.551435,-77.405015
2181,Greenville,35.5843,-77.370953
1546,Reading,40.357379,-75.983429
2436,Webster Towne Center,43.213712,-77.449501
1333,Peninsula Town Center,37.04355,-76.39317
2003,Suffolk,36.881232,-76.424364
3229,Chesapeake Square,36.824311,-76.412232
2216,Prattville AL,32.459167,-86.391323
1540,Univ of Delaware,39.683617,-75.747669
2483,Middletown DE,39.445845,-75.734678
1678,Ghent,36.86815,-76.29813
2037,Montgomery Eastchase,32.359183,-86.162277
3249,Wards Corner,36.91527,-76.27139
3075,Norfolk Waterside,36.844252,-76.291226
3234,Churchmans Road,39.687664,-75.652524
2497,Christiana Mall,39.678692,-75.651317
2699,Kirkwood Highway,39.732958,-75.639545
3154,New Castle Delaware,39.664021,-75.606651
1661,Ithaca,42.430189,-76.508604
1550,Exton,40.032681,-75.630349
2823,Military Hwy,36.859528,-76.210188
1440,Greenbrier Virginia Beach,36.775948,-76.232699
1198,Turner Square,39.969312,-75.587546
2433,Wilkes Barre,41.243665,-75.845769
3425,Fairfax DE,39.79086,-75.545712
1447,Dover DE,39.186768,-75.536549
2496,Concordville,39.875339,-75.544217
1156,Virginia Beach Pembroke,36.843589,-76.130947
1446,Salisbury University,38.349695,-75.60252
3021,Summerville Main St,33.034801,-80.158297
3106,Malvern PA,40.050842,-75.518524
2605,North Salisbury,38.403186,-75.569717
2023,Myrtle Beach Coastal Grand,33.705008,-78.920749
2810,Myrtle Beach South Strand,33.64424,-78.98683
2756,Trexlertown,40.564208,-75.564003
1387,Lynnhaven,36.81975,-76.06831
2908,Landstown Commons,36.775675,-76.088666
2351,North Myrtle Beach,33.842102,-78.661156
3090,Granite Run,39.91626,-75.43124
2294,Hilltop,36.850994,-76.023622
2432,Cedar Crest,40.597143,-75.526976
2405,Gateway Wayne,40.073973,-75.431954
2757,Newtown Square,39.987042,-75.405412
1856,King of Prussia Food Court,40.088149,-75.392971
1794,Lehigh Valley,40.629985,-75.480292
1417,Wayne PA,40.044341,-75.379272
2002,Red Mill,36.759457,-76.005953
2177,KOP Pad,40.088346,-75.382726
2733,Marple,39.938301,-75.353662
2129,Gateway Plaza,34.786515,-77.402599
1780,North Charleston,32.936908,-80.0389
2223,Springfield PA,39.916446,-75.333776
2311,Bethlehem PA,40.639636,-75.434827
2379,New Bern,35.102893,-77.085557
1090,Springfield National,37.209743,-93.275599
1869,Binghamton,42.092823,-75.952794
1862,Havertown,39.966892,-75.301307
1125,Ardmore Main Line,40.009645,-75.293602
2234,Dickson City,41.465777,-75.636628
1050,Springfield-MO,37.153027,-93.295163
3165,Blue Bell,40.165873,-75.290726
1023,Plymouth Meeting,40.11627,-75.28307
3010,Warrensburg,38.772324,-93.735849
2577,Centre Pointe,32.873118,-80.020384
1959,Wilmington Oleander,34.213665,-77.901899
2050,PHL Airport,39.880488,-75.237325
2282,Mayfaire,34.242672,-77.828374
1060,Airport Square,40.240686,-75.241896
1045,Bala Cynwyd,40.007464,-75.212216
1214,UPenn,39.954087,-75.200753
2643,Drexel University,39.957221,-75.191371
2710,Freemansburg,40.650509,-75.29484
3315,Lincoln Square Philadelphia,39.938824,-75.167058
2257,Liberty Place,39.95209,-75.167774
1480,Rittenhouse Square,39.949496,-75.166664
1752,12th & Walnut,39.948786,-75.160683
2013,Temple University,39.979579,-75.153661
2571,Fort Washington,40.14361,-75.168796
3111,Cheltenham Mall,40.073568,-75.157084
3347,Columbus Blvd,39.92555,-75.14131
2166,Charleston King Street,32.785578,-79.935977
967,Valley Square,40.230966,-75.136279
1201,Willow Grove,40.143644,-75.121712
1709,Deptford,39.840318,-75.092033
2850,Mt. Pleasant Wando Crossing,32.817082,-79.845065
2231,Abington,40.123367,-75.115874
2300,Doylestown,40.323482,-75.130139
1833,Rehoboth,38.717848,-75.111212
2886,Warminster,40.197716,-75.083216
1938,Cottman Avenue,40.047823,-75.058301
1407,Cherry Hill NJ,39.92742,-75.031925
2732,NE Shopping Center,40.074503,-75.03305
1980,Turnersville,39.734516,-75.007887
2689,Camillus,43.04766,-76.237335
2776,Ankeny,41.709328,-93.580778
2761,Cinnaminson,39.988416,-75.009481
1795,West Ocean City,38.335852,-75.101551
1893,Voorhees,39.853169,-74.982545
3290,East Gate,39.946398,-74.959013
2389,Pooler GA,32.140266,-81.243508
1514,Neshaminy,40.137362,-74.964624
3107,Marlton Greentree,39.90622,-74.93662
1904,Clay,43.184315,-76.247218
1562,Syracuse University,43.04172,-76.13587
3398,Bensalem,40.10303,-74.949457
1545,Merle Hay,41.628894,-93.697223
1319,Marlton,39.87752,-74.919336
2357,Bluffton,32.247148,-80.832487
2115,Mt. Laurel,39.969929,-74.914218
3221,Newtown PA,40.232615,-74.940773
2915,Albany,31.617023,-84.221769
2795,Conway,35.090446,-92.417587
1162,Valley West Mall,41.597726,-93.750277
1432,Dewitt,43.042929,-76.068459
2557,Jordan Creek,41.562515,-93.799293
3370,Oxford Valley,40.179401,-74.87822
1785,Ames,42.017626,-93.610942
3524,Cicero NY,43.15495,-76.12218
1382,Blue Springs,39.025883,-94.248295
2041,Savannah Victory Station,32.043869,-81.072026
2229,Savannah Abercorn,32.0053,-81.11393
2057,University & Markham,34.75201,-92.34184
1632,Pleasant Ridge Town Center,34.79401,-92.40098
3460,Hinesville,31.822585,-81.599388
395,Independence,39.033696,-94.357917
1905,Eau Claire,44.77466,-91.43798
2518,Mays Landing,39.451197,-74.637708
1557,Chipman,38.921327,-94.359722
3400,Mercer Mall,40.294501,-74.683001
1751,Princeton,40.311031,-74.66144
243,Lee's Summit,38.928658,-94.409007
649,Ear of Corn,44.006074,-92.464226
3173,Hillsborough,40.498091,-74.644712
1620,Blue Ridge Crossing,39.046592,-94.446975
736,Liberty,39.247708,-94.465917
1849,Raytown,38.994551,-94.474417
867,Bridgewater Commons,40.582943,-74.614439
557,Rochester,44.062767,-92.500103
2612,North KC,39.173627,-94.535573
2475,Basking Ridge,40.644172,-74.577208
2934,Chimney Rock,40.574,-74.5612
1848,Belton,38.814028,-94.510088
2852,Truman's Marketplace,38.901985,-94.525386
3228,Bernardsville ,40.720187,-74.563005
1493,North Oak,39.195461,-94.579993
859,Kansas City Live,39.097367,-94.582447
648,Main Street KC,39.038948,-94.586877
51,Waldo,38.992351,-94.595414
16,Bell,39.057066,-94.605593
1810,Rockaway Townsquare Mall,40.906883,-74.553241
969,North Brunswick,40.461415,-74.45718
3217,South KC,38.943285,-94.607607
776,Stateline,38.888928,-94.607339
3197,Tremont,39.209676,-94.643134
2482,Prairie Village,39.003581,-94.629855
1256,New Brunswick NJ Rutgers,40.496055,-74.443963
335,Barry North,39.253091,-94.653916
1294,Leawood,38.912594,-94.643196
1772,South Plainfield,40.554506,-74.431474
340,Johnson Drive,39.023373,-94.66486
31,Glenwood,38.963547,-94.665794
2864,Morris Plains,40.844952,-74.467307
1725,East Brunswick,40.43529,-74.390348
3194,Stanley,38.869691,-94.663224
336,135th & Metcalf,38.885062,-94.667307
2196,Route 22 Watchung,40.642992,-74.411518
2030,Madison NJ,40.760139,-74.416757
2255,New Providence,40.706449,-74.40458
15,Corporate Woods,38.927964,-94.697999
3211,Metuchen,40.540855,-74.365906
1847,Shawnee,39.014177,-94.722639
2119,Oak Park Mall Food Court,38.953852,-94.7179
3519,Manahawkin,39.703722,-74.275668
356,95th & Quivira,38.957305,-94.726616
1592,Freehold,40.24438,-74.299337
1305,Menlo Park Mall 2,40.547867,-74.334464
1471,Westfield NJ,40.65096,-74.349401
2394,Parsippany Troy Hills,40.86189,-74.387713
3164,Blackbob,38.883227,-94.752152
1233,East Hanover NJ,40.803476,-74.362675
49,Northridge,38.913387,-94.76152
3397,Lenexa,38.97086,-94.7725
3052,Springfield NJ,40.718559,-74.329504
3131,Woodbridge NJ,40.536268,-74.296263
1275,Union Springfield,40.687128,-74.31577
2256,Clark NJ,40.632739,-74.305283
669,St. Joe,39.813656,-94.813872
2569,Howell,40.13435,-74.223073
2182,New Hartford,43.096838,-75.303767
891,Legends,39.126117,-94.823465
1999,Toms River NJ,39.984303,-74.180515
738,Southgate,38.851197,-94.817512
1209,West Caldwell,40.850213,-74.294027
2727,Shawnee West,39.008216,-94.84435
3318,Olathe West,38.881937,-94.835865
3324,Union NJ,40.684304,-74.237429
1895,Watertown_NY,43.97665,-75.94728
2011,West Orange,40.803907,-74.248848
2480,Brick Plaza,40.059006,-74.142208
747,Wayne Town Center,40.888695,-74.251974
2566,Holmdel,40.415183,-74.15862
2018,Middletown_NY,41.453492,-74.381107
2918,Staten Island Mall,40.581983,-74.166061
3086,Bloomfield,40.782811,-74.191961
2112,Joplin,37.084878,-94.47663
2179,Newark NJ,40.734835,-74.170299
3071,Kearny,40.759511,-74.160607
1454,Brook 35,40.139538,-74.060942
2308,Hylan Blvd,40.567943,-74.112163
2680,Red Bank NJ,40.350742,-74.069902
2136,Bentonville,36.334667,-94.18512
1293,Monmouth Mall,40.289937,-74.052551
817,Mad River,40.8303,-74.13768
1949,East Rutherford,40.831172,-74.089105
1706,Ramsey,41.070674,-74.139408
3297,Journal Square,40.731028,-74.064066
2253,Bay Ridge,40.622081,-74.026611
2458,College & Millsap,36.112765,-94.145347
2171,LODI NJ,40.891262,-74.072044
1823,Garden State Plaza,40.916331,-74.076981
3030,Teterboro,40.861973,-74.063332
2627,Jersey City Newport Tower,40.726784,-74.035263
775,Secaucus,40.787561,-74.04581
1935,Hoboken NJ,40.739605,-74.030094
1062,Paramus,40.919302,-74.064849
1836,Battery Park City,40.710703,-74.016362
476,Bowling Green,40.704225,-74.013027
2291,New York Plaza,40.702015,-74.01215
1879,Tribeca,40.714991,-74.011105
2570,Cropsey Avenue,40.583274,-73.986817
950,Maiden Lane,40.706723,-74.00697
1341,Fulton Street,40.709726,-74.006437
1630,Civic Center,40.714498,-74.006234
642,Varick,40.728236,-74.005126
2704,404 Broadway,40.718766,-74.002147
1915,Court Street,40.689251,-73.992896
1631,Greenwich Village,40.733578,-73.999878
2134,Montvale,41.0484,-74.0663
1277,Chelsea West,40.742012,-74.001121
1597,SOHO East,40.722602,-73.997529
561,Montague Street,40.694341,-73.991816
1603,University of Arkansas,36.06675,-94.166113
1549,NOHO,40.726042,-73.996472
2961,Hackensack Commons,40.908779,-74.032069
2168,13th & 6th - NEXT Kitchen,40.736472,-73.997166
590,NYU North,40.731165,-73.993436
2090,Metrotech,40.694373,-73.986056
481,Wolf Twine,40.741755,-73.993364
3309,Fulton Street Mall,40.689835,-73.983866
643,283 Seventh Avenue,40.746042,-73.993967
482,Penn Plaza,40.752378,-73.994305
854,Union Square North,40.737346,-73.990045
2254,7th Ave Park Slope,40.671143,-73.977664
1359,Union Square South,40.734232,-73.98884
2494,Woodbury Commons,41.317747,-74.125412
2964,601 8th Avenue,40.755648,-73.991406
681,Clinton,40.75958,-73.99167
1962,Madison Square Park,40.744269,-73.987877
1321,Garment Center,40.7531,-73.988874
1237,Gramercy Park,40.739853,-73.985148
2534,1400 Broadway,40.75302,-73.98707
682,Empire State,40.74845,-73.984972
2879,347 Flatbush,40.677245,-73.972122
2407,Kings Hwy,40.60836,-73.95957
2476,Stuyvesant Town,40.732991,-73.980992
949,Park Avenue South,40.745453,-73.982831
797,World Wide Plaza,40.763097,-73.985312
2123,28 W 40th Street,40.7527,-73.9833
769,1221 6th Ave,40.759369,-73.982608
632,Bryant Park,40.753988,-73.981551
2484,Myrtle Avenue,40.692934,-73.970141
1255,274 Madison Avenue,40.751304,-73.980609
1435,Columbus Circle,40.76602,-73.982912
1178,25 West 45th Street,40.75609,-73.980737
1332,Edgewater,40.806988,-73.990198
1829,Kips Bay,40.744106,-73.97594
1122,Upper West Side,40.778906,-73.98116
1531,56th & 6th,40.763667,-73.977938
436,Grand Central,40.752158,-73.974026
1126,320 Park Ave,40.757584,-73.974248
1928,Broadway & 83rd,40.786236,-73.977863
491,E. 52nd Street,40.75728,-73.970612
2766,Nostrand Avenue,40.632005,-73.947915
2375,55th and 3rd,40.75895,-73.968762
2895,Williamsburg NY,40.716289,-73.959901
2135,Bloomingdales,40.762666,-73.966089
1394,Hunter College,40.766668,-73.962605
2602,Columbus Square,40.794969,-73.965744
921,Columbia Univ,40.80453,-73.966788
1766,69th and 1st,40.765974,-73.957107
3233,Bushwick,40.69989,-73.941059
1486,Upper East Side,40.777727,-73.954542
2335,Fort Lee,40.861216,-73.970513
1703,Englewood NJ,40.895324,-73.976161
2211,Kings Plaza,40.609819,-73.921613
2760,Long Island City,40.74701,-73.94178
3265,Ralph Avenue,40.625032,-73.917661
3216,125th Street,40.807288,-73.945063
1968,Columbia Presbyterian,40.841512,-73.939878
3312,Steinway Street,40.759379,-73.918315
2943,Closter,40.969988,-73.955088
2838,161st Street,40.825455,-73.919076
2072,Palisades Center,41.097879,-73.957833
2418,Jackson Heights,40.75581,-73.88018
2309,Riverdale,40.88441,-73.90069
1961,Queens Center,40.73462,-73.87094
2190,Fordham,40.860221,-73.890898
2834,Rego Center,40.733128,-73.86303
24,Mass Ave,38.967069,-95.236151
3044,Howard Beach,40.656944,-73.83996
1987,Forest Hills Queens,40.72031,-73.84593
2154,Lawrence - 23rd Street,38.94318,-95.251918
3426,Westchester Square,40.841407,-73.843824
2540,Throggs Neck S.C.,40.823586,-73.837404
1658,Cross County S.C.,40.926886,-73.853534
3020,Jamaica Avenue,40.703675,-73.798939
2089,Dobbs Ferry,41.001973,-73.857727
378,West Lawrence,38.972643,-95.289387
2659,Bay Plaza,40.868836,-73.826257
3064,Pelham Manor,40.89359,-73.81856
782,Hastings,44.738873,-92.892639
2252,Lawrence NY,40.62766,-73.73767
3063,"White Plains, Rte 119",41.043042,-73.798006
2301,Valley Stream,40.663367,-73.719321
2312,Little Neck,40.764264,-73.725967
1393,Great Neck,40.785551,-73.727397
888,Hudson WI,44.959411,-92.720856
2967,Elmont,40.708132,-73.707054
1574,Downtown White Plains,41.033315,-73.764409
2904,Fishkill,41.528046,-73.894316
1665,Lake Success,40.758225,-73.689868
2295,Oceanside LI,40.634819,-73.640438
1573,Mineola,40.744213,-73.656419
2437,80th St - Cottage Grove,44.832866,-92.957598
2010,Kingston,41.966453,-73.989844
1348,Rye Brook,41.003575,-73.683276
3317,Mt Kisco Route 117,41.216125,-73.721723
979,Carle Place,40.743483,-73.617983
1934,Roosevelt Field Mall,40.739971,-73.613576
2919,Rosemount,44.731298,-93.13359
657,Lake Elmo,44.944625,-92.90468
980,Uniondale,40.718008,-73.59206
234,Woodbury,44.924735,-92.955012
653,Stillwater,45.035646,-92.837415
2310,Merrick,40.655956,-73.549788
2825,East Meadow,40.724618,-73.55053
2056,Carriage Gate Tallahassee,30.504443,-84.249691
33,Apple Valley,44.731145,-93.219372
3214,Lakeville,44.694106,-93.285727
799,Hicksville,40.774769,-73.526601
2395,Riverside Commons,41.04235,-73.578371
226,Robert Street,44.890162,-93.081144
2836,Wantagh,40.69441,-73.50874
238,Eagan,44.835976,-93.151959
1739,South Eagan,44.790697,-93.211784
2581,Levittown,40.725741,-73.499751
1840,Syosset,40.809887,-73.500386
265,Burnhaven,44.74756,-93.288722
1534,Florida State University,30.448801,-84.311136
128,Lawson,44.945463,-93.095372
1535,Governors Square Tallahassee,30.43616,-84.258393
224,Maplewood,45.010412,-93.023837
3511,Stadium Centre at FSU,30.435213,-84.294207
1438,North Maplewood,45.035551,-93.019509
402,Grand Ave.,44.940113,-93.136826
1133,Mall of America MN,44.853598,-93.242074
816,Farmingdale,40.72675,-73.423038
25,Highland Crossing,44.917524,-93.188556
895,Mankato 2,44.166301,-93.951396
754,Bloomington MN,44.811215,-93.329092
1414,Richfield 2,44.883954,-93.248529
1159,Huntington Station,40.8148,-73.4111
2444,I95 NB Darien,41.080578,-73.461234
876,Vadnais Heights,45.051991,-93.063298
551,Mankato,44.146167,-93.994052
1424,Darien CT,41.090926,-73.45563
594,Richfield,44.86401,-93.288867
2730,"Danbury, Mill Plain Road",41.392428,-73.522496
757,Shakopee MN,44.776314,-93.414129
419,Edina,44.879146,-93.320556
1081,Roseville,45.012778,-93.170237
3529,Roseville - Snelling Ave,45.021535,-93.16868
1933,Danbury Fair Mall,41.380305,-73.479398
21,Stadium Village,44.973462,-93.22691
1865,Shoreview,45.058092,-93.143527
268,7 Corners,44.973058,-93.247025
836,Wanamaker,39.029533,-95.761236
1571,200 South Sixth,44.976898,-93.267942
251,St. Anthony,44.988006,-93.256909
263,Nicollet Mall,44.973535,-93.27533
365,Hennepin,44.955352,-93.297214
186,Skyway,44.978246,-93.271806
1227,Tanger-Deer Park,40.764669,-73.306531
3323,East Northport NY,40.839173,-73.315702
30,Calhoun Commons,44.94747,-93.321226
728,Silver Lake,45.038909,-93.219786
